Condition,ICD10,ICD10QF,SMRType,FinancialYear,CA2011,CA2011QF,EASRStays,EASRPatients,EASRNewPatients,EASRNewPatientsQF,NumberOfStays,NumberOfStaysQF,NumberOfPatients,NumberOfPatientsQF,NumberOfNewPatients,NumberOfNewPatientsQF,AverageNumberOfStaysPerPatient
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2010/11,S12000030,,118.5,101.7,28.3,,98,,85,,23,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2011/12,S12000033,,263.7,146.9,36.5,,552,,306,,75,,1.8
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2011/12,S12000034,,74.3,54.3,17.2,,190,,137,,43,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2011/12,S12000041,,180.1,129.4,54,,206,,148,,61,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2011/12,S12000035,,141.5,92.2,15.2,,128,,85,,15,,1.5
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2011/12,S12000008,,213.2,146.3,28.5,,255,,176,,35,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2011/12,S12000021,,282,190.6,39.1,,371,,251,,51,,1.5
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2011/12,S12000028,,111.7,86.3,17.8,,118,,91,,19,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2011/12,S12000026,,92.4,61.7,13.5,,99,,68,,16,,1.5
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2011/12,S12000005,,155.1,126.5,41.5,,82,,67,,21,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2011/12,S12000006,,115.9,87.5,28.3,,175,,132,,45,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2011/12,S12000045,,47.1,39.3,6.5,,43,,37,,,c,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2011/12,S12000039,,141.9,115.6,27.5,,126,,101,,24,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2011/12,S12000042,,226.8,173.9,48.5,,301,,230,,65,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2011/12,S12000036,,130.4,102.9,26.1,,599,,469,,120,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2011/12,S12000014,,124.5,105.8,38.6,,194,,164,,58,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2011/12,S12000015,,77.4,66.6,20.8,,281,,242,,76,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2011/12,S12000046,,225,165.7,33,,1221,,897,,174,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2011/12,S12000017,,167.3,121.4,23.8,,395,,286,,55,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2011/12,S12000018,,130.2,118.4,25,,104,,95,,20,,1.1
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2011/12,S12000044,,66.5,55.8,11.4,,223,,187,,38,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2011/12,S12000029,,78,59.4,16.8,,248,,189,,54,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2011/12,S12000010,,79.4,62.8,19.8,,80,,63,,19,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2011/12,S12000040,,167.2,116.3,25.4,,294,,203,,42,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2011/12,S12000019,,94.6,81.7,17.8,,80,,69,,15,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2011/12,S12000020,,148.8,90.7,22.9,,137,,83,,21,,1.7
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2011/12,S12000013,,226,181.1,46.3,,,c,,c,13,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2011/12,S12000023,,1029.3,185.5,25.3,,,c,,c,,c,5.6
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2011/12,S12000024,,90.3,63.8,23.3,,130,,92,,34,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2011/12,S12000038,,94.6,77.2,16,,162,,131,,27,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2011/12,S12000011,,86.2,66.9,14.9,,71,,55,,,c,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2011/12,S12000027,,179,100,27.2,,,c,,c,,c,1.8
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2011/12,S12000030,,148.8,119.3,45.8,,126,,102,,40,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2012/13,S12000033,,241.8,146.8,29.8,,512,,312,,64,,1.6
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2012/13,S12000034,,68.7,49.4,12.5,,178,,128,,32,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2012/13,S12000041,,149.1,110,37.2,,173,,126,,42,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2012/13,S12000035,,153.4,120.1,35.6,,139,,107,,32,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2012/13,S12000008,,172.8,119.3,24.1,,207,,144,,29,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2012/13,S12000021,,245.1,164.9,26,,320,,218,,33,,1.5
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2012/13,S12000028,,141.9,101.1,26.3,,157,,111,,27,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2012/13,S12000026,,102.8,54.9,7.7,,113,,61,,9,,1.9
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2012/13,S12000005,,89.5,70.7,23.5,,47,,37,,12,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2012/13,S12000006,,119.8,97.6,32.8,,178,,145,,49,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2012/13,S12000045,,30.4,27.9,3.5,,32,,29,,,c,1.1
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2012/13,S12000039,,177.3,122.7,22.9,,162,,110,,19,,1.5
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2012/13,S12000042,,215.4,172.7,54.2,,284,,227,,71,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2012/13,S12000036,,124.3,99,25.4,,580,,460,,120,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2012/13,S12000014,,91.9,79.4,30.5,,146,,126,,48,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2012/13,S12000015,,86.5,63.4,14.2,,305,,223,,47,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2012/13,S12000046,,252.8,191.8,42.3,,1357,,1030,,227,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2012/13,S12000017,,184.9,130.8,33,,435,,308,,76,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2012/13,S12000018,,95.6,81.2,20.3,,76,,65,,15,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2012/13,S12000044,,89.3,74.6,22,,295,,245,,71,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2012/13,S12000029,,91,71.2,17,,287,,223,,53,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2012/13,S12000010,,61.2,56.8,13.9,,62,,57,,14,,1.1
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2012/13,S12000040,,179,136.8,40,,307,,231,,66,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2012/13,S12000019,,98.8,75,15.2,,82,,62,,12,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2012/13,S12000020,,87.2,72.7,17.2,,82,,,c,,c,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2012/13,S12000013,,93.3,86.6,27.1,,,c,,c,,c,1.1
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2012/13,S12000023,,1028.8,274.3,57,,237,,63,,13,,3.8
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2012/13,S12000024,,81.5,62.1,19.3,,117,,89,,26,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2012/13,S12000038,,134.4,95.3,14.6,,230,,162,,25,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2012/13,S12000011,,91.9,69,20.8,,79,,59,,17,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2012/13,S12000027,,114.4,76.7,27,,,c,,c,,c,1.5
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2012/13,S12000030,,79.5,65.3,16.6,,69,,57,,14,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2013/14,S12000033,,182.7,119.6,20.9,,391,,254,,47,,1.5
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2013/14,S12000034,,69.1,45.8,12.4,,183,,122,,33,,1.5
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2013/14,S12000041,,146.2,114.7,34.6,,167,,130,,39,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2013/14,S12000035,,162.7,113.5,31.7,,146,,102,,28,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2013/14,S12000008,,160.1,105.5,21.3,,192,,127,,25,,1.5
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2013/14,S12000021,,246.8,164.4,35.9,,321,,217,,48,,1.5
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2013/14,S12000028,,137.5,115.2,29.2,,151,,127,,32,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2013/14,S12000026,,93.4,44.6,10.7,,98,,50,,12,,2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2013/14,S12000005,,101.6,87.2,35.4,,53,,45,,18,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2013/14,S12000006,,98.6,83.3,26.1,,146,,124,,40,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2013/14,S12000045,,47,38.1,14.2,,45,,37,,13,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2013/14,S12000039,,169.2,131.3,21.3,,137,,111,,19,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2013/14,S12000042,,294,211.1,64.9,,385,,277,,84,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2013/14,S12000036,,120.2,93.7,20.1,,560,,434,,93,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2013/14,S12000014,,102.3,77.8,24.5,,161,,121,,38,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2013/14,S12000015,,106.8,78.3,22.1,,380,,278,,78,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2013/14,S12000046,,245.4,188.8,43.3,,1323,,1014,,221,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2013/14,S12000017,,171.6,117.1,24.9,,406,,277,,58,,1.5
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2013/14,S12000018,,134.3,113.6,22.5,,105,,89,,17,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2013/14,S12000044,,101.7,86.9,27.8,,334,,285,,89,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2013/14,S12000029,,103.8,77.4,18.7,,322,,242,,57,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2013/14,S12000010,,76.7,57.7,14,,77,,57,,14,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2013/14,S12000040,,110.4,87.7,21,,190,,151,,34,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2013/14,S12000019,,100.2,80.1,10.7,,85,,68,,9,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2013/14,S12000020,,101.4,71.8,15.3,,94,,67,,14,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2013/14,S12000013,,113.1,88.2,12.4,,,c,,c,,c,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2013/14,S12000023,,896.4,154.8,23,,206,,35,,5,,5.9
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2013/14,S12000024,,81.6,64.4,22.8,,119,,93,,33,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2013/14,S12000038,,191.4,138.9,35.6,,328,,237,,61,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2013/14,S12000011,,95.6,77.4,19.2,,84,,68,,16,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2013/14,S12000027,,123.9,94.6,12.5,,,c,,c,,c,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2013/14,S12000030,,95.5,82.6,29.4,,83,,72,,25,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2014/15,S12000033,,122.2,88.7,20.8,,254,,187,,43,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2014/15,S12000034,,50.1,37.9,8.4,,135,,102,,23,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2014/15,S12000041,,167.8,130.2,44.5,,192,,149,,51,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2014/15,S12000035,,165.9,111.5,24,,153,,102,,21,,1.5
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2014/15,S12000008,,142.8,94.2,19.9,,171,,114,,25,,1.5
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2014/15,S12000021,,251.9,160.5,28.4,,328,,214,,39,,1.5
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2014/15,S12000028,,132.8,98.2,19.2,,138,,104,,20,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2014/15,S12000026,,49.7,30.8,6.5,,55,,35,,,c,1.6
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2014/15,S12000005,,102,85,36.5,,51,,42,,,c,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2014/15,S12000006,,92.6,76,23,,138,,112,,36,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2014/15,S12000045,,61,49,15.8,,60,,49,,16,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2014/15,S12000039,,130.9,105.7,27.3,,115,,92,,23,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2014/15,S12000042,,279,206.9,62.7,,364,,271,,83,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2014/15,S12000036,,104.2,79.8,15.2,,485,,372,,73,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2014/15,S12000014,,106.5,81.5,26.8,,167,,128,,41,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2014/15,S12000015,,99.2,73.5,19.9,,351,,262,,72,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2014/15,S12000046,,254.8,193.6,39.6,,1381,,1046,,209,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2014/15,S12000017,,161.8,114.9,24.6,,377,,269,,56,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2014/15,S12000018,,174.9,147.7,24.7,,136,,116,,18,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2014/15,S12000044,,97.3,78,18.5,,319,,255,,61,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2014/15,S12000029,,108.4,82.2,17.4,,341,,258,,55,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2014/15,S12000010,,64.2,50.7,22.2,,65,,52,,23,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2014/15,S12000040,,107.3,82.1,20.2,,187,,143,,35,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2014/15,S12000019,,87.2,72.7,18.1,,73,,61,,15,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2014/15,S12000020,,118.7,90.9,21.7,,108,,85,,,c,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2014/15,S12000013,,72.2,64.9,18.6,,,c,,c,,c,1.1
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2014/15,S12000023,,218,149.6,30.3,,48,,34,,7,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2014/15,S12000024,,100.8,78.3,20.4,,145,,113,,29,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2014/15,S12000038,,200.4,141.5,36.6,,350,,246,,63,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2014/15,S12000011,,86.5,66,17.3,,79,,59,,15,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2014/15,S12000027,,66.9,56.9,21.1,,15,,13,,5,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2014/15,S12000030,,82.5,71.9,20.1,,74,,64,,,c,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2015/16,S12000033,,122.6,84.8,12.3,,263,,181,,27,,1.5
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2015/16,S12000034,,38.6,29.2,5.4,,104,,78,,,c,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2015/16,S12000041,,184,128.2,41.8,,215,,148,,48,,1.5
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2015/16,S12000035,,149.3,113.7,36.7,,137,,102,,32,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2015/16,S12000008,,154.1,108.2,19.9,,183,,130,,23,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2015/16,S12000021,,255.9,170.5,38,,336,,224,,49,,1.5
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2015/16,S12000028,,148.2,111,21.5,,155,,117,,23,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2015/16,S12000026,,51.2,31.6,5.3,,52,,36,,6,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2015/16,S12000005,,133.8,114.4,41.6,,71,,60,,21,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2015/16,S12000006,,89.7,77.3,24.8,,134,,116,,39,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2015/16,S12000045,,58.9,47.1,8.3,,58,,46,,8,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2015/16,S12000039,,187.6,142.9,26.4,,164,,125,,24,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2015/16,S12000042,,274.7,173.2,48.8,,368,,230,,66,,1.6
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2015/16,S12000036,,85.6,70.6,15.5,,396,,325,,72,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2015/16,S12000014,,146.8,110.6,30.5,,233,,174,,46,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2015/16,S12000015,,76.4,62.5,14.8,,273,,224,,52,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2015/16,S12000046,,183.9,145.6,25.5,,1009,,802,,141,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2015/16,S12000017,,153.8,97.5,17.3,,362,,230,,41,,1.6
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2015/16,S12000018,,124.9,102.9,21.1,,98,,81,,16,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2015/16,S12000044,,84.8,70.3,18.9,,281,,234,,62,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2015/16,S12000029,,114.2,89.1,24.3,,357,,278,,75,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2015/16,S12000010,,55.9,45.9,18.3,,53,,44,,17,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2015/16,S12000040,,96.3,70.4,14.3,,173,,126,,26,,1.4
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2015/16,S12000019,,101.5,82.2,20.3,,87,,70,,17,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2015/16,S12000020,,91.7,70.5,19.8,,87,,67,,18,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2015/16,S12000013,,78.8,76.5,19.6,,23,,22,,5,,1
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2015/16,S12000023,,300.7,176.9,61.9,,68,,39,,13,,1.7
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2015/16,S12000024,,114.2,87.3,26.1,,170,,131,,40,,1.3
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2015/16,S12000038,,120.4,96.7,22,,207,,167,,38,,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2015/16,S12000011,,57.3,51.7,18,,53,,48,,16,,1.1
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2015/16,S12000027,,57,46.7,16.8,,,c,,c,,c,1.2
M&B - Alcohol Dependence syndrome,F10.2,,Combined,2015/16,S12000030,,97.5,91.2,21.7,,88,,82,,20,,1.1
M&B - Withdrawal state,F10.3,,SMR01,1997/98,S92000003,d,30.5,27.6,,:,1411,,1277,,,:,1.1
M&B - Withdrawal state,F10.3,,SMR01,1998/99,S92000003,d,34.3,30.5,,:,1609,,1422,,,:,1.1
M&B - Withdrawal state,F10.3,,SMR01,1999/00,S92000003,d,36.8,32.2,,:,1734,,1514,,,:,1.1
M&B - Withdrawal state,F10.3,,SMR01,2000/01,S92000003,d,39.3,34.8,,:,1877,,1651,,,:,1.1
M&B - Withdrawal state,F10.3,,SMR01,2001/02,S92000003,d,39.9,34.8,,:,1912,,1663,,,:,1.1
M&B - Withdrawal state,F10.3,,SMR01,2002/03,S92000003,d,44.5,38.7,,:,2140,,1860,,,:,1.2
M&B - Withdrawal state,F10.3,,SMR01,2003/04,S92000003,d,49.2,41.9,,:,2392,,2032,,,:,1.2
M&B - Withdrawal state,F10.3,,SMR01,2004/05,S92000003,d,54.8,46.1,,:,2692,,2256,,,:,1.2
M&B - Withdrawal state,F10.3,,SMR01,2005/06,S92000003,d,59.6,49,,:,2961,,2426,,,:,1.2
M&B - Withdrawal state,F10.3,,SMR01,2006/07,S92000003,d,67.1,55.5,,:,3361,,2767,,,:,1.2
M&B - Withdrawal state,F10.3,,SMR01,2007/08,S92000003,d,76.3,59.4,17.2,,3864,,2997,,860,,1.3
M&B - Withdrawal state,F10.3,,SMR01,2008/09,S92000003,d,81.4,62.8,16.8,,4147,,3192,,848,,1.3
M&B - Withdrawal state,F10.3,,SMR01,2009/10,S92000003,d,81.5,63.7,17.5,,4185,,3262,,881,,1.3
M&B - Withdrawal state,F10.3,,SMR01,2010/11,S92000003,d,80.7,62.1,16.6,,4158,,3193,,847,,1.3
M&B - Withdrawal state,F10.3,,SMR01,2011/12,S92000003,d,89.5,66.8,16.8,,4650,,3466,,864,,1.3
M&B - Withdrawal state,F10.3,,SMR01,2012/13,S92000003,d,87.5,64.7,16.8,,4555,,3362,,865,,1.4
M&B - Withdrawal state,F10.3,,SMR01,2013/14,S92000003,d,99.5,72.9,19.4,,5166,,3785,,998,,1.4
M&B - Withdrawal state,F10.3,,SMR01,2014/15,S92000003,d,106.7,76.8,21,,5552,,3994,,1086,,1.4
M&B - Withdrawal state,F10.3,,SMR01,2015/16,S92000003,d,116.1,82.3,22,,6094,,4308,,1146,,1.4
M&B - Withdrawal state,F10.3,,SMR01,2016/17,S92000003,d,125.3,88.4,23.9,,6611,,4666,,1253,,1.4
M&B - Withdrawal state,F10.3,,SMR01,1997/98,S12000033,,45,41.3,,:,84,,76,,,:,1.1
M&B - Withdrawal state,F10.3,,SMR01,1997/98,S12000034,,24.3,21.5,,:,54,,48,,,:,1.1
M&B - Withdrawal state,F10.3,,SMR01,1997/98,S12000041,,5.8,4.9,,:,6,,5,,,:,1.2
M&B - Withdrawal state,F10.3,,SMR01,1997/98,S12000035,,30.2,29.1,,:,27,,26,,,:,1
M&B - Withdrawal state,F10.3,,SMR01,1997/98,S12000008,,16.7,14.8,,:,19,,17,,,:,1.1
M&B - Withdrawal state,F10.3,,SMR01,1997/98,S12000021,,37.7,32.9,,:,46,,41,,,:,1.1
M&B - Withdrawal state,F10.3,,SMR01,1997/98,S12000028,,19.1,16.5,,:,21,,18,,,:,1.2
M&B - Withdrawal state,F10.3,,SMR01,1997/98,S12000026,,17.3,17.3,,:,17,,17,,,:,1
M&B - Withdrawal state,F10.3,,SMR01,1997/98,S12000005,,16.2,16.2,,:,8,,8,,,:,1
M&B - Withdrawal state,F10.3,,SMR01,1997/98,S12000006,,17.2,15.1,,:,25,,22,,,:,1.1
M&B - Withdrawal state,F10.3,,SMR01,1997/98,S12000045,,13.9,13.1,,:,14,,13,,,:,1.1
M&B - Withdrawal state,F10.3,,SMR01,1997/98,S12000039,,35.4,34.1,,:,29,,28,,,:,1
M&B - Withdrawal state,F10.3,,SMR01,1997/98,S12000042,,19.6,18.9,,:,27,,26,,,:,1
M&B - Withdrawal state,F10.3,,SMR01,1997/98,S12000036,,29.2,25.9,,:,112,,99,,,:,1.1
M&B - Withdrawal state,F10.3,,SMR01,1997/98,S12000014,,22.2,20.9,,:,30,,28,,,:,1.1
M&B - Withdrawal state,F10.3,,SMR01,1997/98,S12000015,,18.8,18.1,,:,60,,58,,,:,1
M&B - Withdrawal state,F10.3,,SMR01,1997/98,S12000046,,74.6,65.4,,:,366,,321,,,:,1.1
M&B - Withdrawal state,F10.3,,SMR01,1997/98,S12000017,,42.6,38.6,,:,83,,76,,,:,1.1
M&B - Withdrawal state,F10.3,,SMR01,1997/98,S12000018,,69.6,61.3,,:,56,,49,,,:,1.1
M&B - Withdrawal state,F10.3,,SMR01,1997/98,S12000044,,31.3,28.5,,:,92,,83,,,:,1.1
M&B - Withdrawal state,F10.3,,SMR01,1997/98,S12000029,,15.1,13.8,,:,44,,40,,,:,1.1
M&B - Withdrawal state,F10.3,,SMR01,1997/98,S12000010,,12,10.7,,:,10,,9,,,:,1.1
M&B - Withdrawal state,F10.3,,SMR01,1997/98,S12000040,,16.4,15.7,,:,21,,20,,,:,1.1
M&B - Withdrawal state,F10.3,,SMR01,1997/98,S12000019,,17,17,,:,13,,13,,,:,1
M&B - Withdrawal state,F10.3,,SMR01,1997/98,S12000020,,37.3,35.9,,:,30,,29,,,:,1
M&B - Withdrawal state,F10.3,,SMR01,1997/98,S12000013,,68.1,67.8,,:,18,,18,,,:,1
M&B - Withdrawal state,F10.3,,SMR01,1997/98,S12000023,,31.3,26.1,,:,6,,5,,,:,1.2
M&B - Withdrawal state,F10.3,,SMR01,1997/98,S12000024,,14.1,13.4,,:,19,,18,,,:,1.1
M&B - Withdrawal state,F10.3,,SMR01,1997/98,S12000038,,25.6,24.8,,:,41,,40,,,:,1
M&B - Withdrawal state,F10.3,,SMR01,1997/98,S12000011,,12.8,11.4,,:,10,,9,,,:,1.1
M&B - Withdrawal state,F10.3,,SMR01,1997/98,S12000027,,56,55,,:,11,,11,,,:,1
M&B - Withdrawal state,F10.3,,SMR01,1997/98,S12000030,,13.2,12,,:,11,,10,,,:,1.1
M&B - Withdrawal state,F10.3,,SMR01,1998/99,S12000033,,49.2,42.5,,:,99,,86,,,:,1.2
M&B - Withdrawal state,F10.3,,SMR01,1998/99,S12000034,,12.9,12.5,,:,29,,28,,,:,1
M&B - Withdrawal state,F10.3,,SMR01,1998/99,S12000041,,7.6,7.6,,:,8,,8,,,:,1
M&B - Withdrawal state,F10.3,,SMR01,1998/99,S12000035,,45,37.5,,:,41,,34,,,:,1.2
M&B - Withdrawal state,F10.3,,SMR01,1998/99,S12000008,,29.9,27.3,,:,34,,31,,,:,1.1
M&B - Withdrawal state,F10.3,,SMR01,1998/99,S12000021,,40.8,32.6,,:,50,,40,,,:,1.3
M&B - Withdrawal state,F10.3,,SMR01,1998/99,S12000028,,42.6,33.6,,:,46,,36,,,:,1.3
